"gene_name","uniprot","hgnc_symbol","ensembl"
"PARD3","Q8TEW0","PARD3","ENSG00000148498"
"HAUS8","Q9BT25","HAUS8","ENSG00000131351"
"DYRK2","Q92630","DYRK2","ENSG00000127334"
"PDK1","Q15118","PDK1","ENSG00000152256"
"CDH16","O75309","CDH16","ENSG00000166589"
"HJV","Q6ZVN8","HJV","ENSG00000168509"
"LINGO4","Q6UY18","LINGO4","ENSG00000213171"
"ZNF20","P17024","ZNF20","ENSG00000132010"
"TTC21A","Q8NDW8","TTC21A","ENSG00000168026"
"RUVBL1","Q9Y265","RUVBL1","ENSG00000175792"
"PSMB2","P49721","PSMB2","ENSG00000126067"
"EMID1","Q96A84","EMID1","ENSG00000186998"
"BEX2","Q9BXY8","BEX2","ENSG00000133134"
"ZNF844","Q08AG5","ZNF844","ENSG00000223547"
"RMND1","Q9NWS8","RMND1","ENSG00000155906"
"EPRS","P07814","EPRS","ENSG00000136628"
"CLDN1","O95832","CLDN1","ENSG00000163347"
"PRRC2B","Q5JSZ5","PRRC2B","ENSG00000130723"
"UHRF1BP1L","A0JNW5","UHRF1BP1L","ENSG00000111647"
"CHMP2B","Q9UQN3","CHMP2B","ENSG00000083937"
"SEC61A1","P61619","SEC61A1","ENSG00000058262"
"RORC","P51449","RORC","ENSG00000143365"
"ZNF433","Q8N7K0","ZNF433","ENSG00000197647"
"CIC","Q96RK0","CIC","ENSG00000079432"
"CCNA1","P78396","CCNA1","ENSG00000133101"
"DCXR","Q7Z4W1","DCXR","ENSG00000169738"
"C1orf216","Q8TAB5","C1orf216","ENSG00000142686"
"ZMAT4","Q9H898","ZMAT4","ENSG00000165061"
"EEFSEC","P57772","EEFSEC","ENSG00000132394"
"ZNF625","Q96I27","ZNF625","ENSG00000257591"
"CLDN16","Q9Y5I7","CLDN16","ENSG00000113946"
"ZNF878","C9JN71","ZNF878","ENSG00000257446"
"PRR19","A6NJB7","PRR19","ENSG00000188368"
"EIF4H","Q15056","EIF4H","ENSG00000106682"
"GNB1","P62873","GNB1","ENSG00000078369"
"PDGFC","Q9NRA1","PDGFC","ENSG00000145431"
"IL26","Q9NPH9","IL26","ENSG00000111536"
"OR2T4","Q8NH00","OR2T4","ENSG00000275617"
"MGLL","Q99685","MGLL","ENSG00000074416"
"IFNG","P01579","IFNG","ENSG00000111537"
"BPNT1","O95861","BPNT1","ENSG00000162813"
"STOM","P27105","STOM","ENSG00000148175"
"CNIH1","O95406","CNIH1","ENSG00000100528"
"P2RX7","Q99572","P2RX7","ENSG00000089041"
"TMEM207","Q6UWW9","TMEM207","ENSG00000198398"
"MED21","Q13503","MED21","ENSG00000152944"
"C2CD4D","B7Z1M9","C2CD4D","ENSG00000225556"
"LETMD1","Q6P1Q0","LETMD1","ENSG00000050426"
"PHB","P35232","PHB","ENSG00000167085"
"THEM5","Q8N1Q8","THEM5","ENSG00000196407"
"SPAG17","Q6Q759","SPAG17","ENSG00000155761"
"THEM4","Q5T1C6","THEM4","ENSG00000159445"
"ACSM2B","Q68CK6","ACSM2B","ENSG00000066813"
"CENPC","Q03188","CENPC","ENSG00000145241"
"MYF6","P23409","MYF6","ENSG00000111046"
"FAM13C","Q8NE31","FAM13C","ENSG00000148541"
"IARS2","Q9NSE4","IARS2","ENSG00000067704"
"MYF5","P13349","MYF5","ENSG00000111049"
"WDR3","Q9UNX4","WDR3","ENSG00000065183"
"NLGN3","Q9NZ94","NLGN3","ENSG00000196338"
"GRIA4","P48058","GRIA4","ENSG00000152578"
"ATP13A2","Q9NQ11","ATP13A2","ENSG00000159363"
"ACTR6","Q9GZN1","ACTR6","ENSG00000075089"
"BIK","Q13323","BIK","ENSG00000100290"
"FOXK2","Q01167","FOXK2","ENSG00000141568"
"S100A10","P60903","S100A10","ENSG00000197747"
"SERTM1","A2A2V5","SERTM1","ENSG00000180440"
"ADCY5","O95622","ADCY5","ENSG00000173175"
"CDH15","P55291","CDH15","ENSG00000129910"
"POU1F1","P28069","POU1F1","ENSG00000064835"
"S100A11","P31949","S100A11","ENSG00000163191"
"GJB1","P08034","GJB1","ENSG00000169562"
"TCHHL1","Q5QJ38","TCHHL1","ENSG00000182898"
"GLUL","P15104","GLUL","ENSG00000135821"
"TBX6","O95947","TBX6","ENSG00000149922"
"TCHH","Q07283","TCHH","ENSG00000159450"
"WDR45B","Q5MNZ6","WDR45B","ENSG00000141580"
"MFAP2","P55001","MFAP2","ENSG00000117122"
"RFXAP","O00287","RFXAP","ENSG00000133111"
"NEXN","Q0ZGT2","NEXN","ENSG00000162614"
"ROCK1","Q13464","ROCK1","ENSG00000067900"
"TEDDM1","Q5T9Z0","TEDDM1","ENSG00000203730"
"DEPDC4","Q8N2C3","DEPDC4","ENSG00000166153"
"KLF17","Q5JT82","KLF17","ENSG00000171872"
"OR2T6","Q8NHC8","OR2T6","ENSG00000278659"
"KLF18","A0A0U1RQI7","KLF18","ENSG00000283039"
"OR2T1","O43869","OR2T1","ENSG00000273508"
"RAB3GAP2","Q9H2M9","RAB3GAP2","ENSG00000118873"
"COL22A1","Q8NFW1","COL22A1","ENSG00000169436"
"OR2T7","P0C7T2","OR2T7","ENSG00000281489"
"PHF1","O43189","PHF1","ENSG00000225553"
"OR2T2","Q6IF00","OR2T2","ENSG00000275754"
"CDRT4","Q8N9R6","CDRT4","ENSG00000239704"
"OR2T3","Q8NH03","OR2T3","ENSG00000277113"
"IL22","Q9GZX6","IL22","ENSG00000127318"
"FLG","P20930","FLG","ENSG00000143631"
"RPTN","Q6XPR3","RPTN","ENSG00000215853"
"GMFB","P60983","GMFB","ENSG00000197045"
"HRNR","Q86YZ3","HRNR","ENSG00000197915"
"CRNN","Q9UBG3","CRNN","ENSG00000143536"
"VPS8","Q8N3P4","VPS8","ENSG00000156931"
"CUTA","O60888","CUTA","ENSG00000226492"
"FLG2","Q5D862","FLG2","ENSG00000143520"
"TVP23C","Q96ET8","TVP23C","ENSG00000175106"
"RIC1","Q4ADV7","RIC1","ENSG00000107036"
"SCYL2","Q6P3W7","SCYL2","ENSG00000136021"
"SIGLEC10","Q96LC7","SIGLEC10","ENSG00000142512"
"CLPTM1","O96005","CLPTM1","ENSG00000104853"
"SMAD9","O15198","SMAD9","ENSG00000120693"
"PDCD1LG2","Q9BQ51","PDCD1LG2","ENSG00000197646"
"STAP1","Q9ULZ2","STAP1","ENSG00000035720"
"RRAGA","Q7L523","RRAGA","ENSG00000155876"
"SLC22A31","A6NKX4","SLC22A31","ENSG00000259803"
"CD274","Q9NZQ7","CD274","ENSG00000120217"
"PLEKHA5","Q9HAU0","PLEKHA5","ENSG00000052126"
"SFRP1","Q8N474","SFRP1","ENSG00000104332"
"ST13","P50502","ST13","ENSG00000100380"
"MCAT","Q8IVS2","MCAT","ENSG00000100294"
"ZNF778","Q96MU6","ZNF778","ENSG00000170100"
"MSANTD4","Q8NCY6","MSANTD4","ENSG00000170903"
"QKI","Q96PU8","QKI","ENSG00000112531"
"SLC2A6","Q9UGQ3","SLC2A6","ENSG00000160326"
"ERMP1","Q7Z2K6","ERMP1","ENSG00000099219"
"MARCKSL1","P49006","MARCKSL1","ENSG00000175130"
"AMZ2","Q86W34","AMZ2","ENSG00000196704"
"C12orf71","A8MTZ7","C12orf71","ENSG00000214700"
"LMX1B","O60663","LMX1B","ENSG00000136944"
"TSSK3","Q96PN8","TSSK3","ENSG00000162526"
"FAM229A","H3BQW9","FAM229A","ENSG00000225828"
"AASDHPPT","Q9NRN7","AASDHPPT","ENSG00000149313"
"OR2T5","Q6IEZ7","OR2T5","ENSG00000275102"
"KBTBD3","Q8NAB2","KBTBD3","ENSG00000182359"
"DNAJB7","Q7Z6W7","DNAJB7","ENSG00000172404"
"ARMT1","Q9H993","ARMT1","ENSG00000146476"
"SPP2","Q13103","SPP2","ENSG00000072080"
"RGSL1","A5PLK6","RGSL1","ENSG00000121446"
"MARK1","Q9P0L2","MARK1","ENSG00000116141"
"DNAJA1","P31689","DNAJA1","ENSG00000086061"
"HTR1F","P30939","HTR1F","ENSG00000179097"
"XPNPEP3","Q9NQH7","XPNPEP3","ENSG00000196236"
"C1orf115","Q9H7X2","C1orf115","ENSG00000162817"
"GRM7","Q14831","GRM7","ENSG00000196277"
"TSPO","P30536","TSPO","ENSG00000100300"
"TSPO","B1AH88","TSPO","ENSG00000100300"
"MARC2","Q969Z3","MARC2","ENSG00000117791"
"YPEL3","P61236","YPEL3","ENSG00000090238"
"KCNK9","Q9NPC2","KCNK9","ENSG00000169427"
"WDR75","Q8IWA0","WDR75","ENSG00000115368"
"NOTCH2NLA","Q7Z3S9","NOTCH2NLA","ENSG00000264343"
"NOTCH2NLA","P0DPK4","NOTCH2NLA","ENSG00000264343"
"PHF1","O43189","PHF1","ENSG00000112511"
"CALML6","Q8TD86","CALML6","ENSG00000169885"
"HACD2","Q6Y1H2","HACD2","ENSG00000206527"
"LRRC41","Q15345","LRRC41","ENSG00000132128"
"GLRB","P48167","GLRB","ENSG00000109738"
"THAP6","Q8TBB0","THAP6","ENSG00000174796"
"TMEM52","Q8NDY8","TMEM52","ENSG00000178821"
"MARC1","Q5VT66","MARC1","ENSG00000186205"
"LILRB4","Q8NHJ6","LILRB4","ENSG00000275730"
"CGGBP1","Q9UFW8","CGGBP1","ENSG00000163320"
"HLX","Q14774","HLX","ENSG00000136630"
"ZNF654","Q8IZM8","ZNF654","ENSG00000175105"
"C3orf38","Q5JPI3","C3orf38","ENSG00000179021"
"GON4L","Q3T8J9","GON4L","ENSG00000116580"
"DCLK2","Q8N568","DCLK2","ENSG00000170390"
"SMU1","Q2TAY7","SMU1","ENSG00000122692"
"RAD54L","Q92698","RAD54L","ENSG00000085999"
"MBNL1","Q9NR56","MBNL1","ENSG00000152601"
"ZBTB43","O43298","ZBTB43","ENSG00000169155"
"CUTA","O60888","CUTA","ENSG00000112514"
"IL1RAP","Q9NPH3","IL1RAP","ENSG00000196083"
"DUSP10","Q9Y6W6","DUSP10","ENSG00000143507"
"P2RX4","Q99571","P2RX4","ENSG00000135124"
"RBX1","P62877","RBX1","ENSG00000100387"
"HAUS6","Q7Z4H7","HAUS6","ENSG00000147874"
"ARL4C","P56559","ARL4C","ENSG00000188042"
"ZBTB34","Q8NCN2","ZBTB34","ENSG00000177125"
"MYMK","A6NI61","MYMK","ENSG00000187616"
"RCHY1","Q96PM5","RCHY1","ENSG00000163743"
"RRAD","P55042","RRAD","ENSG00000166592"
"SLC17A8","Q8NDX2","SLC17A8","ENSG00000179520"
"TTLL12","Q14166","TTLL12","ENSG00000100304"
"SYT11","Q9BT88","SYT11","ENSG00000132718"
"CIAO2B","Q9Y3D0","CIAO2B","ENSG00000166595"
"RNASEL","Q05823","RNASEL","ENSG00000135828"
"HHIPL2","Q6UWX4","HHIPL2","ENSG00000143512"
"ADAMTSL2","Q86TH1","ADAMTSL2","ENSG00000197859"
"AIF1","P55008","AIF1","ENSG00000234836"
"RELB","Q01201","RELB","ENSG00000104856"
"RGS16","O15492","RGS16","ENSG00000143333"
"GAS8","O95995","GAS8","ENSG00000141013"
"NPPC","P23582","NPPC","ENSG00000163273"
"PAX5","Q02548","PAX5","ENSG00000196092"
"CSRNP2","Q9H175","CSRNP2","ENSG00000110925"
"STK38L","Q9Y2H1","STK38L","ENSG00000211455"
"RGS8","P57771","RGS8","ENSG00000135824"
"GOLGA7","Q7Z5G4","GOLGA7","ENSG00000147533"
"DBNDD1","Q9H9R9","DBNDD1","ENSG00000003249"
"VAMP2","P63027","VAMP2","ENSG00000220205"
"RAMP2","O60895","RAMP2","ENSG00000131477"
"MYLK","Q15746","MYLK","ENSG00000065534"
"P2RY1","P47900","P2RY1","ENSG00000169860"
"PHYHIPL","Q96FC7","PHYHIPL","ENSG00000165443"
"CSNKA2IP","A0A1B0GTH6","CSNKA2IP","ENSG00000283434"
"RAP2B","P61225","RAP2B","ENSG00000181467"
"PPIAL4H","A0A075B767","PPIAL4H","ENSG00000270339"
"GINS4","Q9BRT9","GINS4","ENSG00000147536"
"PLEKHG6","Q3KR16","PLEKHG6","ENSG00000008323"
"TAF1A","Q15573","TAF1A","ENSG00000143498"
"SH3BP4","Q9P0V3","SH3BP4","ENSG00000130147"
"TMEM145","Q8NBT3","TMEM145","ENSG00000167619"
"PER1","O15534","PER1","ENSG00000179094"
"GDPD3","Q7L5L3","GDPD3","ENSG00000102886"
"GPAT4","Q86UL3","GPAT4","ENSG00000158669"
"MDM1","Q8TC05","MDM1","ENSG00000111554"
"CRH","P06850","CRH","ENSG00000147571"
"NXPH3","O95157","NXPH3","ENSG00000182575"
"NPL","Q9BXD5","NPL","ENSG00000135838"
"CCDC170","Q8IYT3","CCDC170","ENSG00000120262"
"LRRTM3","Q86VH5","LRRTM3","ENSG00000198739"
"NGFR","P08138","NGFR","ENSG00000064300"
"GREB1L","Q9C091","GREB1L","ENSG00000141449"
"ITGAM","P11215","ITGAM","ENSG00000169896"
"MON2","Q7Z3U7","MON2","ENSG00000061987"
"NR1H4","Q96RI1","NR1H4","ENSG00000012504"
"SIGLEC8","Q9NYZ4","SIGLEC8","ENSG00000105366"
"RAB40B","Q12829","RAB40B","ENSG00000141542"
"UPF1","Q92900","UPF1","ENSG00000005007"
"DAB2IP","Q5VWQ8","DAB2IP","ENSG00000136848"
"FAM163B","P0C2L3","FAM163B","ENSG00000196990"
"CFAP74","Q9C0B2","CFAP74","ENSG00000142609"
"CEACAM18","A8MTB9","CEACAM18","ENSG00000213822"
"NAT10","Q9H0A0","NAT10","ENSG00000135372"
"SIGLEC12","Q96PQ1","SIGLEC12","ENSG00000254521"
"RIT1","Q92963","RIT1","ENSG00000143622"
"DHX9","Q08211","DHX9","ENSG00000135829"
"UQCRH","P07919","UQCRH","ENSG00000173660"
"PTPRE","P23469","PTPRE","ENSG00000132334"
"TBX15","Q96SF7","TBX15","ENSG00000092607"
"GMNC","A6NCL1","GMNC","ENSG00000205835"
"SLC40A1","Q9NP59","SLC40A1","ENSG00000138449"
"AIDA","Q96BJ3","AIDA","ENSG00000186063"
"OSTN","P61366","OSTN","ENSG00000188729"
"PPFIA2","O75334","PPFIA2","ENSG00000139220"
"DBH","P09172","DBH","ENSG00000123454"
"GAS2L3","Q86XJ1","GAS2L3","ENSG00000139354"
"ZNF703","Q9H7S9","ZNF703","ENSG00000183779"
"BSDC1","Q9NW68","BSDC1","ENSG00000160058"
"LYRM1","O43325","LYRM1","ENSG00000102897"
"UCK1","Q9HA47","UCK1","ENSG00000130717"
"SHCBP1L","Q9BZQ2","SHCBP1L","ENSG00000157060"
"PRDM7","Q9NQW5","PRDM7","ENSG00000126856"
"NSUN4","Q96CB9","NSUN4","ENSG00000117481"
"VXN","Q8TAG6","VXN","ENSG00000169085"
"KHDC4","Q7Z7F0","KHDC4","ENSG00000132680"
"ACSM3","Q53FZ2","ACSM3","ENSG00000005187"
"MIA3","Q5JRA6","MIA3","ENSG00000154305"
"CCDC50","Q8IVM0","CCDC50","ENSG00000152492"
"CPS1","P31327","CPS1","ENSG00000021826"
"ACSS3","Q9H6R3","ACSS3","ENSG00000111058"
"DCUN1D3","Q8IWE4","DCUN1D3","ENSG00000188215"
"RXFP4","Q8TDU9","RXFP4","ENSG00000173080"
"PRKAR1A","P10644","PRKAR1A","ENSG00000108946"
"UTS2B","Q765I0","UTS2B","ENSG00000188958"
"RFNG","Q9Y644","RFNG","ENSG00000169733"
"CTNNA3","Q9UI47","CTNNA3","ENSG00000183230"
"EP300","Q09472","EP300","ENSG00000100393"
"ACSM1","Q08AH1","ACSM1","ENSG00000166743"
"ERLIN2","O94905","ERLIN2","ENSG00000147475"
"ITGAX","P20702","ITGAX","ENSG00000140678"
"ADHFE1","Q8IWW8","ADHFE1","ENSG00000147576"
"TEX22","C9J3V5","TEX22","ENSG00000226174"
"THUMPD1","Q9NXG2","THUMPD1","ENSG00000066654"
"BROX","Q5VW32","BROX","ENSG00000162819"
"SLC16A6","O15403","SLC16A6","ENSG00000108932"
"LIN7A","O14910","LIN7A","ENSG00000111052"
"POMT1","Q9Y6A1","POMT1","ENSG00000130714"
"LCE5A","Q5TCM9","LCE5A","ENSG00000186207"
"FN3KRP","Q9HA64","FN3KRP","ENSG00000141560"
"CRCT1","Q9UGL9","CRCT1","ENSG00000169509"
"LCE3E","Q5T5B0","LCE3E","ENSG00000185966"
"LCE3D","Q9BYE3","LCE3D","ENSG00000163202"
"FAM177B","A6PVY3","FAM177B","ENSG00000197520"
"LCE3C","Q5T5A8","LCE3C","ENSG00000244057"
"LCE3B","Q5TA77","LCE3B","ENSG00000187238"
"FAM20A","Q96MK3","FAM20A","ENSG00000108950"
"LCE3A","Q5TA76","LCE3A","ENSG00000185962"
"TRAPPC9","Q96Q05","TRAPPC9","ENSG00000167632"
"LCE2D","Q5TA82","LCE2D","ENSG00000187223"
"LCE2C","Q5TA81","LCE2C","ENSG00000187180"
"LCE2B","O14633","LCE2B","ENSG00000159455"
"REXO5","Q96IC2","REXO5","ENSG00000005189"
"WIPI1","Q5MNZ9","WIPI1","ENSG00000070540"
"LCE2A","Q5TA79","LCE2A","ENSG00000187173"
"ANO4","Q32M45","ANO4","ENSG00000151572"
"TADA2A","O75478","TADA2A","ENSG00000277104"
"LCE4A","Q5TA78","LCE4A","ENSG00000187170"
"SIGLEC6","O43699","SIGLEC6","ENSG00000105492"
"RRS1","Q15050","RRS1","ENSG00000179041"
"C1orf68","Q5T750","C1orf68","ENSG00000198854"
"ALG5","Q9Y673","ALG5","ENSG00000120697"
"KPRP","Q5T749","KPRP","ENSG00000203786"
"RHBDD3","Q9Y3P4","RHBDD3","ENSG00000100263"
"LCE1F","Q5T754","LCE1F","ENSG00000240386"
"ARSG","Q96EG1","ARSG","ENSG00000141337"
"LCE1E","Q5T753","LCE1E","ENSG00000186226"
"PUSL1","Q8N0Z8","PUSL1","ENSG00000169972"
"LCE1D","Q5T752","LCE1D","ENSG00000172155"
"SLC5A8","Q8N695","SLC5A8","ENSG00000256870"
"DISP1","Q96F81","DISP1","ENSG00000154309"
"LCE1C","Q5T751","LCE1C","ENSG00000197084"
"ERI2","A8K979","ERI2","ENSG00000196678"
"LCE1B","Q5T7P3","LCE1B","ENSG00000196734"
"EXOSC8","Q96B26","EXOSC8","ENSG00000120699"
"LCE1A","Q5T7P2","LCE1A","ENSG00000186844"
"LCE6A","A0A183","LCE6A","ENSG00000235942"
"DMAP1","Q9NPF5","DMAP1","ENSG00000178028"
"MMRN1","Q13201","MMRN1","ENSG00000138722"
"KLHL10","Q6JEL2","KLHL10","ENSG00000161594"
"TLR5","O60602","TLR5","ENSG00000187554"
"SMCP","P49901","SMCP","ENSG00000163206"
"IVL","P07476","IVL","ENSG00000163207"
"SPRR5","A0A1B0GTR4","SPRR5","ENSG00000283227"
"SPRR4","Q96PI1","SPRR4","ENSG00000184148"
"GPS1","Q13098","GPS1","ENSG00000169727"
"SPRR1A","P35321","SPRR1A","ENSG00000169474"
"SPRR3","Q9UBC9","SPRR3","ENSG00000163209"
"SPRR1B","P22528","SPRR1B","ENSG00000169469"
"SPRR2D","P22532","SPRR2D","ENSG00000163216"
"SPRR2A","P35326","SPRR2A","ENSG00000241794"
"SUSD4","Q5VX71","SUSD4","ENSG00000143502"
"CES3","Q6UWW8","CES3","ENSG00000172828"
"UTP20","O75691","UTP20","ENSG00000120800"
"TPSAB1","Q15661","TPSAB1","ENSG00000172236"
"SPRR2B","P35325","SPRR2B","ENSG00000196805"
"SPRR2E","P22531","SPRR2E","ENSG00000203785"
"C3orf70","A6NLC5","C3orf70","ENSG00000187068"
"SPRR2F","Q96RM1","SPRR2F","ENSG00000244094"
"CCDC185","Q8N715","CCDC185","ENSG00000178395"
"SPRR2G","Q9BYE4","SPRR2G","ENSG00000159516"
"LELP1","Q5T871","LELP1","ENSG00000203784"
"AEBP2","Q6ZN18","AEBP2","ENSG00000139154"
"EHHADH","Q08426","EHHADH","ENSG00000113790"
"PRR9","Q5T870","PRR9","ENSG00000203783"
"CERS1","P27544","CERS1","ENSG00000223802"
"LOR","P23490","LOR","ENSG00000203782"
"EWSR1","Q01844","EWSR1","ENSG00000182944"
"PGLYRP3","Q96LB9","PGLYRP3","ENSG00000159527"
"NT5C3B","Q969T7","NT5C3B","ENSG00000141698"
"GDF1","P27539","GDF1","ENSG00000130283"
"PGLYRP4","Q96LB8","PGLYRP4","ENSG00000163218"
"S100A9","P06702","S100A9","ENSG00000163220"
"WARS2","Q9UGM6","WARS2","ENSG00000116874"
"NBPF12","Q5TAG4","NBPF12","ENSG00000268043"
"S100A12","P80511","S100A12","ENSG00000163221"
"CAPN8","A6NHC0","CAPN8","ENSG00000203697"
"S100A8","P05109","S100A8","ENSG00000143546"
"S100A7A","Q86SG5","S100A7A","ENSG00000184330"
"CES2","O00748","CES2","ENSG00000172831"
"PYDC2","Q56P42","PYDC2","ENSG00000253548"
"HAO2","Q9NYQ3","HAO2","ENSG00000116882"
"TRAIP","Q9BWF2","TRAIP","ENSG00000183763"
"FN3K","Q9H479","FN3K","ENSG00000167363"
"SARDH","Q9UL12","SARDH","ENSG00000123453"
"CLSPN","Q9HAW4","CLSPN","ENSG00000092853"
"PPM1H","Q9ULR3","PPM1H","ENSG00000111110"
"MEGF8","Q7Z7M0","MEGF8","ENSG00000105429"
"TCEAL7","Q9BRU2","TCEAL7","ENSG00000182916"
"CAPN2","P17655","CAPN2","ENSG00000162909"
"VPS25","Q9BRG1","VPS25","ENSG00000131475"
"TFCP2","Q12800","TFCP2","ENSG00000135457"
"MAPK3","P27361","MAPK3","ENSG00000102882"
"PRKAB2","O43741","PRKAB2","ENSG00000131791"
"FAAH","O00519","FAAH","ENSG00000117480"
"ALDH3A1","P30838","ALDH3A1","ENSG00000108602"
"TMEM41A","Q96HV5","TMEM41A","ENSG00000163900"
"FGF12","P61328","FGF12","ENSG00000114279"
"ZNF175","Q9Y473","ZNF175","ENSG00000105497"
"SCUBE1","Q8IWY4","SCUBE1","ENSG00000159307"
"DNAJB8","Q8NHS0","DNAJB8","ENSG00000179407"
"SUPT20H","Q8NEM7","SUPT20H","ENSG00000102710"
"PDE3A","Q14432","PDE3A","ENSG00000172572"
"INTS11","Q5TA45","INTS11","ENSG00000127054"
"TPSD1","Q9BZJ3","TPSD1","ENSG00000095917"
"MAP3K13","O43283","MAP3K13","ENSG00000073803"
"ARHGEF2","Q92974","ARHGEF2","ENSG00000116584"
"POLR2H","P52434","POLR2H","ENSG00000163882"
"ARHGEF26","Q96DR7","ARHGEF26","ENSG00000114790"
"TP53BP2","Q13625","TP53BP2","ENSG00000143514"
"TNFRSF1A","P19438","TNFRSF1A","ENSG00000067182"
"ITGAD","Q13349","ITGAD","ENSG00000156886"
"MTA1","Q13330","MTA1","ENSG00000182979"
"CCSER1","Q9C0I3","CCSER1","ENSG00000184305"
"ANGPTL2","Q9UKU9","ANGPTL2","ENSG00000136859"
"HSD3B2","P26439","HSD3B2","ENSG00000203859"
"ERI3","O43414","ERI3","ENSG00000117419"
"PRRT1B","A0A1B0GWB2","PRRT1B","ENSG00000283526"
"SIGLEC14","Q08ET2","SIGLEC14","ENSG00000254415"
"ABCF3","Q9NUQ8","ABCF3","ENSG00000161204"
"SIGLEC5","O15389","SIGLEC5","ENSG00000105501"
"CGRRF1","Q99675","CGRRF1","ENSG00000100532"
"FBXO28","Q9NVF7","FBXO28","ENSG00000143756"
"SSR2","P43308","SSR2","ENSG00000163479"
"AVPR1A","P37288","AVPR1A","ENSG00000166148"
"COX6A2","Q02221","COX6A2","ENSG00000156885"
"DEGS1","O15121","DEGS1","ENSG00000143753"
"DIS3L2","Q8IYB7","DIS3L2","ENSG00000144535"
"CAMKK2","Q96RR4","CAMKK2","ENSG00000110931"
"RALGPS1","Q5JS13","RALGPS1","ENSG00000136828"
"PTPN23","Q9H3S7","PTPN23","ENSG00000076201"
"GATA2","P23769","GATA2","ENSG00000179348"
"HNRNPK","P61978","HNRNPK","ENSG00000165119"
"SLCO1C1","Q9NYB5","SLCO1C1","ENSG00000139155"
"ZNF843","Q8N446","ZNF843","ENSG00000176723"
"ARL1","P40616","ARL1","ENSG00000120805"
"FUBP1","Q96AE4","FUBP1","ENSG00000162613"
"DMBX1","Q8NFW5","DMBX1","ENSG00000197587"
"NPIPA7","E9PJI5","NPIPA7","ENSG00000214967"
"COA3","Q9Y2R0","COA3","ENSG00000183978"
"WNK4","Q96J92","WNK4","ENSG00000126562"
"TCEAL9","Q9UHQ7","TCEAL9","ENSG00000185222"
"ZCCHC7","Q8N3Z6","ZCCHC7","ENSG00000147905"
"ACAP3","Q96P50","ACAP3","ENSG00000131584"
"CNFN","Q9BYD5","CNFN","ENSG00000105427"
"SPIC","Q8N5J4","SPIC","ENSG00000166211"
"LAMC1","P11047","LAMC1","ENSG00000135862"
"UBQLN4","Q9NRR5","UBQLN4","ENSG00000160803"
"TTLL11","Q8NHH1","TTLL11","ENSG00000175764"
"LAMTOR2","Q9Y2Q5","LAMTOR2","ENSG00000116586"
"DNAJB4","Q9UDY4","DNAJB4","ENSG00000162616"
"GIPC2","Q8TF65","GIPC2","ENSG00000137960"
"CCDC14","Q49A88","CCDC14","ENSG00000175455"
"RAB25","P57735","RAB25","ENSG00000132698"
"LAT2","Q9GZY6","LAT2","ENSG00000086730"
"MOB3C","Q70IA8","MOB3C","ENSG00000142961"
"MEX3A","A1L020","MEX3A","ENSG00000254726"
"TMEM275","A0A0U1RQS6","TMEM275","ENSG00000282881"
"GRID2","O43424","GRID2","ENSG00000152208"
"KNCN","A6PVL3","KNCN","ENSG00000162456"
"GUCY1A2","P33402","GUCY1A2","ENSG00000152402"
"DAZAP2","Q15038","DAZAP2","ENSG00000183283"
"PPP1R2B","Q6NXS1","PPP1R2B","ENSG00000231989"
"OR10H4","Q8NGA5","OR10H4","ENSG00000176231"
"LAMC2","Q13753","LAMC2","ENSG00000058085"
"PDPK1","O15530","PDPK1","ENSG00000140992"
"GRIA2","P42262","GRIA2","ENSG00000120251"
"SMAGP","Q0VAQ4","SMAGP","ENSG00000170545"
"PTGFR","P43088","PTGFR","ENSG00000122420"
"NMNAT2","Q9BZQ4","NMNAT2","ENSG00000157064"
"SERAC1","Q96JX3","SERAC1","ENSG00000122335"
"ANKRD11","Q6UB99","ANKRD11","ENSG00000167522"
"CUL2","Q13617","CUL2","ENSG00000108094"
"SLCO1B1","Q9Y6L6","SLCO1B1","ENSG00000134538"
"MKNK1","Q9BUB5","MKNK1","ENSG00000079277"
"CLASRP","Q8N2M8","CLASRP","ENSG00000104859"
"CAMKV","Q8NCB2","CAMKV","ENSG00000164076"
"NVL","O15381","NVL","ENSG00000143748"
"CES4A","Q5XG92","CES4A","ENSG00000172824"
"ARMC5","Q96C12","ARMC5","ENSG00000140691"
"HSD3B1","P14060","HSD3B1","ENSG00000203857"
"MPPED1","O15442","MPPED1","ENSG00000186732"
"SLCO1B7","G3V0H7","SLCO1B7","ENSG00000205754"
"DDX49","Q9Y6V7","DDX49","ENSG00000105671"
"SAMD4A","Q9UPU9","SAMD4A","ENSG00000020577"
"ZNF697","Q5TEC3","ZNF697","ENSG00000143067"
"SLCO1B3","Q9NPD5","SLCO1B3","ENSG00000111700"
"GAS2L1","Q99501","GAS2L1","ENSG00000185340"
"SPACA6","W5XKT8","SPACA6","ENSG00000182310"
"EPHA3","P29320","EPHA3","ENSG00000044524"
"SDHB","P21912","SDHB","ENSG00000117118"
"CNIH4","Q9P003","CNIH4","ENSG00000143771"
"TRIM16","O95361","TRIM16","ENSG00000221926"
"ABTB2","Q8N961","ABTB2","ENSG00000166016"
"IFI44L","Q53G44","IFI44L","ENSG00000137959"
"DPY19L2","Q6NUT2","DPY19L2","ENSG00000177990"
"AAK1","Q2M2I8","AAK1","ENSG00000115977"
